text,label
hey what a boring day yaar,ordinary
hey careful the door is unlocked actually,risk
um is the office open on tuesday or not,question
there's a crack on the wall near the market getting bigger right,risk
what time does the market open on tomorrow na,question
the new timings for the grocery store are early morning to lunchtime,info
you know lol,ordinary
actually update dad cleared the interview yaar,info
arre there's a crack on the wall near the airport getting bigger,risk
you know that was a great match,ordinary
so i i miss home food,ordinary
listen actually let's meet at 530 not 8 pm yaar,decision
how are you doing,ordinary
cool cool right,ordinary
good morning everyone na,ordinary
you know it's settled our neighbour pays for the medicine this time you know,decision
we decided to cancel cancel the wedding,decision
the bike's tyre looks completely worn out actually,risk
so i'll transfer 1200 to my boss by wednesday,task
note it down we must pick up the medicine by tonight you know,task
have to submit the tickets before the flight,task
the the gym was empty today,ordinary
um how long does it take to reach the market,question
let's cut the budget for the medicine by more than expected,decision
uh the train is running late this weekend right,info
the landlord increased the rent by 1200,info
pending item is to water the plants don't let me forget,task
what was the address rahul sent,question
uh i miss miss home food,ordinary
should we take a cab or the metro to the office,question
uh final call we're skipping the checkup this time,decision
so street dogs near the metro station looked aggressive today,risk
my boss hasn't picked up the phone since 1030,risk
i'm i'm fine thanks,ordinary
we'll get around to it i suppose,task
arre whom do we call if the bank is shut you know,question
arre what did the doctor say about the reports na,question
listen let's cut the budget for the documents by 2000 rupees,decision
who should i i contact about the rent,question
need to book a cab for lunchtime,task
hey the bike's tyre looks completely worn out,risk
the traffic was crazy as usual na,ordinary
we are shifting the class from day after tomorrow to wednesday,decision
my boss said the iron was left plugged in please look at it,risk
by the way let's cut the budget for the rent by 500 rupees you know,decision
our neighbour confirmed the review is at noon,info
i think the iron was left plugged in only,risk
